foo,Varenavn,Volum,Pris,Literpris,Varetype,Fylde,Friskhet,Garvestoffer,Bitterhet,Sodme,Land,Distrikt,Underdistrikt,Alkohol,Sukker,Produsent,Emballasjetype,Vareurl,
,"Nicolas Feuillatte, Brut",1.5,728.9,485.9,Musserende Vin,6,8,0,0,3,Frankrike,Champagne,Øvrige,12,10,Nicolas Feuillatte,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3951305,
,Nicolas Feuillatte Palmes d'Or 2004,0.75,933,1244,Musserende Vin,7,8,0,0,2,Frankrike,Champagne,Øvrige,12,9,Nicolas Feuillatte,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3951501,
,Nicolas Feuillatte Palmes d'Or 1998,1.5,2134.1,1422.7,Musserende Vin,7,8,0,0,2,Frankrike,Champagne,Øvrige,12,9,Nicolas Feuillatte,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3951505,
,Arcus Norske Aquavitter (10 x 5 cl),0.5,319.6,639.2,Akevitt,0,0,0,0,0,Norge,Øvrige,Øvrige,41.5,Ukjent,Arcus,Flerforpakning av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3952108,
,Les Montachins Sancerre 2009/2011,0.75,199.9,266.5,Hvitvin,7,9,0,0,1,Frankrike,Loire,Sancerre,12.5,2,Vign. Gitton Père & Fils,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3952901,
,Norsk Lutefisk Akevitt,0.7,409.9,585.6,Akevitt,0,0,0,0,0,Norge,Øvrige,Øvrige,40,2,Arcus,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3953701,
,Casotto del Merlo Recioto della Valpolicella Classico 2011,0.5,194.9,389.8,Rødvin,9,8,7,0,8,Italia,Veneto,Recioto di Valpolice,13,120,Campagnola,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3954702,
,Penfolds BIN 407 Cabernet Sauvignon 2011,0.75,449.9,599.9,Rødvin,9,7,9,0,0,Australia,South Australia,,14,5.7,Penfolds,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3955001,
,Penfolds BIN 389 Cabernet Shiraz 2011,0.75,449.9,599.9,Rødvin,7,0,7,0,0,Australia,South Australia,Øvrige,14.5,1.2,Penfolds,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3955101,
,Penfolds BIN 389 Cabernet Shiraz 2011,1.5,999,666,Rødvin,7,7,7,0,0,Australia,South Australia,,14.5,1.2,Penfolds,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3955105,
,Penfolds BIN 28 Kalimna Shiraz 2010,0.75,229.9,306.5,Rødvin,9,0,7,0,0,Australia,South Australia,Øvrige,14.5,0.4,Penfolds,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3955201,
,Kalinka 22,0.7,199.9,285.6,Øvrig Brennevin under 22 %,0,0,0,0,0,Norge,Øvrige,Øvrige,21.9,Ukjent,Arcus,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3956101,
,Kalinka 22,0.5,139.7,279.4,Øvrig Brennevin under 22 %,0,0,0,0,0,Norge,Øvrige,Øvrige,21.9,Ukjent,Arcus,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3956102,
,Oplandske Rakefisk Aquavit,0.7,409.9,585.6,Akevitt,0,0,0,0,0,Norge,Øvrige,Øvrige,41.5,7,Arcus,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3956801,
,Morsa Aquavit,0.7,439.9,628.4,Akevitt,0,0,0,0,0,Norge,Øvrige,Øvrige,40,Ukjent,Arcus,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3957301,
,Dorigo Refosco 2007,0.75,189,252,Rødvin,8,0,7,0,0,Italia,Friuli-Venezia Giuli,Colli Orientali del,13.5,3.1,Girolamo Dorgio,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3994001,
,Kuemmerling,0.5,219.9,439.8,Bitter,0,0,0,0,0,Tyskland,Øvrige,,35,178,Kuemmerling,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4001602,
,Kuemmerling,0.06,59.9,998.3,Bitter,0,0,0,0,0,Tyskland,Øvrige,,35,178,Henkell & Söhnlein,Flerforpakning av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4001608,
,Zonnebloem Cabernet Sauvignon 2011,0.75,129.9,173.2,Rødvin,8,0,4,0,0,Sør-Afrika,Coastal Region,Stellenbosch,13.5,Ukjent,Zonnebloem Wines,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4002801,
,Zonnebloem Pinotage 2012,0.75,129.9,173.2,Rødvin,7,0,6,0,0,Sør-Afrika,Coastal Region,Stellenbosch,14,2.3,Zonnebloem Wines,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4002901,
,Dom. de Sahari 2012,0.75,119.9,159.9,Rødvin,6,0,5,0,0,Marokko,Øvrige,Øvrige,13,2,Dom. de Sahari,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4003801,
,Drappier Carte Blanche Brut,0.38,159.9,426.4,Musserende Vin,7,7,0,0,2,Frankrike,Champagne,Øvrige,12,11,Drappier,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4004002,
,Pierre Gimonnet  Cuvée Cuis 1er Cru Brut,0.75,319.9,426.5,Musserende Vin,7,9,0,0,1,Frankrike,Champagne,Øvrige,12.5,8,Pierre Gimonnet,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4004401,
,Diebolt-Vallois Blanc de Blancs Brut,0.75,291.6,388.8,Musserende Vin,7,10,0,0,2,Frankrike,Champagne,Øvrige,12.5,7,Diebolt-Vallois,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4004601,
,"Pierre Peters Cuvée de Reserve Grand Cru, Brut",0.75,309.4,412.5,Musserende Vin,7,10,0,0,2,Frankrike,Champagne,Øvrige,12,8,Pierre Peters,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4004901,
,Egly-Ouriet Brut Tradition Grand Cru,0.75,407.2,542.9,Musserende Vin,9,9,0,0,1,Frankrike,Champagne,Øvrige,12.5,3,Egly-Ouriet,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4005101,
,Diebolt-Vallois Brut Prestige,0.75,343.1,457.5,Musserende Vin,3,8,0,0,1,Frankrike,Champagne,Øvrige,12.5,7,Diebolt-Vallois,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4005301,
,Pierre Peters Grand Cru Blanc de Blancs Brut 2006,0.75,560.9,747.9,Musserende Vin,2,9,0,0,1,Frankrike,Champagne,Øvrige,12,Ukjent,Pierre Peters,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4005801,
,De Kuyper Wild Strawberry,0.7,290,414.3,Likør,0,0,0,0,0,Nederland,Øvrige,Øvrige,23,Ukjent,De Kuyper,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4006101,
,Royal Tokaji Aszú 6 Puttonyos Betsek 2003,0.5,595.9,1191.8,Hvitvin,9,11,0,0,10,Ungarn,Tokaj,Øvrige,11,156,The Royal Tokaji Wine Co.,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4006302,
,Ch. Belgrave 2010,0.75,553.9,738.5,Rødvin,8,0,9,0,0,Frankrike,Bordeaux,Haut-Médoc,14,2,,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4006901,
,Banfi Grappa di Brunello,0.7,549,784.3,Druebrennevin,0,0,0,0,0,Italia,Øvrige,Øvrige,45,Ukjent,Cast. Banfi,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4010701,
,Viña Maipo Cabernet Sauvignon 2013,0.75,88.9,118.5,Rødvin,6,8,7,0,0,Chile,Central Valley,Øvrige,11.5,5.5,Viña Maipo,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4010801,
,Viña Maipo Cabernet Sauvignon 2012,3,319.9,106.6,Rødvin,6,8,7,0,0,Chile,Central Valley,Øvrige,11.5,5.5,Viña Maipo,BIB under 4 ltr,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4010806,
,Ch. Ksara Réserve du Couvent 2011,0.75,175,233.3,Rødvin,8,0,6,0,0,Libanon,Bekaa Valley,Øvrige,13.5,2.4,Ch. Ksara,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4013701,
,Farina Montepulciano d'Abruzzo 2013,0.75,107.5,143.3,Rødvin,6,7,7,0,0,Italia,Abruzzo,Øvrige,12,7.3,Gerardo Cesari,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4014001,
,Villa Fidelia 2007,0.75,249.9,333.2,Rødvin,10,0,8,0,0,Italia,Umbria,Øvrige,15,1,Az. Agr. F.lli Sportoletti,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4014101,
,Villa Fidelia 2006,1.5,613,408.7,Rødvin,10,0,8,0,0,Italia,Umbria,Øvrige,15,1,Az. Agr. F.lli Sportoletti,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4014105,
,Muga Selección Especial 2006,1.5,559.9,373.3,Rødvin,9,0,7,0,0,Spania,Rioja,Øvrige,14,Ukjent,Bod. Muga,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4014705,
,Bruno Giacosa Dolcetto d'Alba 2013,0.75,225,300,Rødvin,8,0,4,0,0,Italia,Piemonte,Dolcetto d'Alba,12.5,Ukjent,Bruno Giacosa,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4017501,
,Ruvei Barbera d'Alba 2012,0.75,159.9,213.2,Rødvin,8,8,7,0,0,Italia,Piemonte,Barbera d'Alba,13.5,0.8,March. di Barolo,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4017901,
,Ruvei Barbera d Alba 2009,0.38,94.9,253.1,Rødvin,7,8,7,0,0,Italia,Piemonte,Barbera d'Alba,13.5,1.9,March. di Barolo,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4017902,
,Ruvei Barbera d'Alba 2011,1.5,349.9,233.3,Rødvin,7,8,7,0,0,Italia,Piemonte,Barbera d'Alba,13.5,1,March. di Barolo,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4017905,
,Sct. Valentin Südtiroler Chardonnay 2008,0.75,295,393.3,Hvitvin,8,6,0,0,3,Italia,Trentino-Alto Adige,Südtirol,13.5,3.4,San Michele Appiano,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4019201,
,Südtiroler Montiggl Riesling 2013,0.75,195,260,Hvitvin,6,7,0,0,1,Italia,Trentino-Alto Adige,Südtirol,13,3.1,San Michele Appiano,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4019701,
,Bruno Giacosa Roero Arneis 2013,0.75,245,326.7,Hvitvin,7,9,0,0,2,Italia,Piemonte,Roero,13.5,2,Bruno Giacosa,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4020201,
,Rocca Sveva Amarone della Valpolicella 2006,0.75,389.9,519.9,Rødvin,10,6,6,0,0,Italia,Veneto,Amarone della Valpol,14.5,7,Cant. di Soave,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4023201,
,Perrin Côtes du Rhône Réserve 2010,0.75,157,209.3,Rødvin,7,0,6,0,0,Frankrike,Rhône Sør,Côtes du Rhône,13.5,Ukjent,Familie Perrin,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4023801,
,Pelissero Munfrina Dolcetto d'Alba 2012,0.75,162,216,Rødvin,7,0,4,0,0,Italia,Piemonte,Dolcetto d'Alba,13,Ukjent,Az. Agr. Pelissero,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4024301,
,Alamos Cabernet Sauvignon 2013,0.75,116,154.7,Rødvin,8,8,7,0,0,Argentina,Mendoza,Øvrige,13.5,1.3,Catena Zapata,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4027601,
,Alamos Malbec 2013,0.75,116,154.7,Rødvin,8,8,8,0,0,Argentina,Mendoza,Øvrige,13.5,1.1,Nicolas Catena,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4027701,
,Alamos Malbec 2012,0.38,69.5,185.3,Rødvin,7,7,6,0,0,Argentina,Mendoza,Øvrige,13.5,1.1,Nicolas Catena,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4027702,
,Alamos Malbec 2012,1.5,233,155.3,Rødvin,8,8,8,0,0,Argentina,Mendoza,Øvrige,13.5,1.1,Nicolas Catena,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4027705,
,Quinta do Noval Unfiltered LBV 2007,0.75,259,345.3,Portvin,9,0,0,0,6,Portugal,Douro,Øvrige,19.5,87,Quinta do Noval,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4028701,
,Badia a Coltibuono Chianti Classico Riserva 2008,0.75,279.9,373.2,Rødvin,8,7,7,0,0,Italia,Toscana,,14.5,1.8,Ten. di Coltibuono,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4029301,
,La Prima Chianti Classico Riserva 2010,0.75,329.9,439.9,Rødvin,8,0,7,0,0,Italia,Toscana,Chianti Classico,14.5,0.7,Cast. Vicchiomaggio,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4029401,
,Mezzomondo Negroamaro 2013,0.75,100,133.3,Rødvin,9,0,7,0,0,Italia,Puglia,,13,Ukjent,Accolade Wines,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4030101,
,Marqués de Cáceres Reserva 2009,0.75,165,220,Rødvin,8,8,8,0,0,Spania,Rioja,Øvrige,13.5,2,Unión Viti-Vinicola,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4031801,
,Rosemount Mountain Blue Shiraz Cabernet Sauvignon 2006,0.75,375,500,Rødvin,9,7,9,0,0,Australia,New South Wales,Mudgee,14,0.1,Rosemount Est.,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4031901,
,Rioja Bordón Crianza 2010,0.75,119.9,159.9,Rødvin,7,6,6,0,0,Spania,Rioja,Øvrige,13.5,1.3,Bod. Franco-Españolas,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4032101,
,Jaime I,0.7,690,985.7,Druebrennevin,0,0,0,0,0,Spania,Catalonia,Penedès,38,Ukjent,Miguel Torres,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4033201,
,Jaime I,0.05,74,1480.1,Druebrennevin,0,0,0,0,0,Spania,Catalonia,Penedès,38,Ukjent,Miguel Torres,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4033203,
,Andresen Ruby,0.75,199.9,266.5,Portvin,9,7,0,0,8,Portugal,Douro,Øvrige,19.5,75,J.H. Andresen,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4034601,
,Andresen Dry White,0.75,229.9,306.5,Portvin,10,7,0,0,2,Portugal,Douro,Øvrige,19.5,41.5,J.H. Andresen,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4034701,
,Dooley's Toffee Liqueur,0.7,202.9,289.9,Likør under 22 %,0,0,0,0,0,Tyskland,Øvrige,,17,260,Waldemar Behn,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4035201,
,Dooley's Toffee Liqueur,0.35,99.6,284.6,Likør under 22 %,0,0,0,0,0,Tyskland,Øvrige,Øvrige,17,260,Waldemar Behn,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4035202,
,Dooley's Toffee Liqueur,1.5,435.6,290.4,Likør under 22 %,0,0,0,0,0,Tyskland,Øvrige,Øvrige,17,260,Waldemar Behn,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4035205,
,Gaudium Gran Vino 2008,0.75,468,624,Rødvin,8,8,8,0,0,Spania,Rioja,Øvrige,14.5,2,Marq. de Cáceres,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4035401,
,Ladoucette Pouilly-Fumé 2010,0.75,273.5,364.7,Hvitvin,7,8,0,0,1,Frankrike,Loire,Pouilly-Fumé,12.5,2,Ladoucette,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4035501,
,Comte Lafond Grande Cuvée 2009,0.75,316.5,422,Hvitvin,8,7,0,0,1,Frankrike,Loire,Pouilly-Fumé,12.5,2,Ladoucette,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4035601,
,Larmandier-Bernier Terre de Vertus Blanc de Blancs Brut Nature,0.75,370.3,493.7,Musserende Vin,7,9,0,0,1,Frankrike,Champagne,Øvrige,12.5,1.5,Larmandier-Bernier,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4036601,
,Dom. du Colombier Hermitage 2011,0.75,524.9,699.9,Rødvin,10,0,9,0,0,Frankrike,Rhône Nord,Hermitage,13.5,1.4,Dom. du Colombier,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4039101,
,Billaud-Simon Chablis Montée deTonne. 11,0.75,299.9,399.9,Hvitvin,8,8,0,0,1,Frankrike,Burgund,Chablis,13,1,Dom. Billaud-Simon,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4039601,
,A Mano Primitivo 2012,0.75,119.9,159.9,Rødvin,7,0,5,0,0,Italia,Puglia,Øvrige,13.5,Ukjent,Fusione,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4039901,
,Charlemagne Mesnillèsime Grand Cru 2004,0.75,495.6,660.8,Musserende Vin,2,9,0,0,1,Frankrike,Champagne,Øvrige,12,6,Guy Charlemagne,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4043401,
,Livon Collio Pinot Grigio 2013,0.75,150,200,Hvitvin,6,6,0,0,1,Italia,Friuli-Venezia Giuli,Øvrige,12.5,3.1,Livon,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4043501,
,"Egly-Ouriet Grand Cru Blanc de Noirs, Brut",0.75,887.1,1182.8,Musserende Vin,9,9,0,0,1,Frankrike,Champagne,Øvrige,12.5,4,Egly-Ouriet,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4049301,
,Ballantine's Pure Malt 12 Years Old,0.7,435.9,622.7,Whisky,0,0,0,0,0,Skottland,Øvrige,Øvrige,40,Ukjent,Allied Dist.,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4049701,
,Delbeck Brut Héritage,0.75,304.9,406.5,Musserende Vin,7,9,0,0,2,Frankrike,Champagne,Øvrige,12,13,Delbeck,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4050601,
,Casa Silva Reserva Carmenère 2012,0.75,129.9,173.2,Rødvin,9,4,5,0,0,Chile,Colchagua,,14,3,Viña Casa Silva,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4052101,
,Paladin Refosco 2013,0.75,112,149.3,Rødvin,5,0,3,0,0,Italia,Veneto,Øvrige,12,Ukjent,Paladin & Paladin,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4052701,
,Ostertag Fronholz Riesling 2012,0.75,289,385.3,Hvitvin,7,8,0,0,1,Frankrike,Alsace,Øvrige,13.5,5,Dom. Ostertag,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4056701,
,Isole e Olena Vin Santo del Chianti Classico 2004,0.38,345,920,Hvitvin,5,3,0,0,8,Italia,Toscana,Vin Santo del Chiant,13,80,Isole e Olena,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4056902,
,Paul Giraud Vieille Réserve Grande Champagne,0.7,1000,1428.6,Druebrennevin,0,0,0,0,0,Frankrike,Cognac Tradisjonell,Grande Champagne,40,1,Paul Giraud,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4057101,
,Dupont Calvados Pays d'Auge Réserve,0.7,515,735.7,Fruktbrennevin,0,0,0,0,0,Frankrike,Calvados,Pays d'Auge,42,2,Dom. Dupont,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4057201,
,Dupont Calvados Pays d'Auge 12 Ans,0.7,700,1000,Fruktbrennevin,0,0,0,0,0,Frankrike,Calvados,Pays d'Auge,42,1.5,Dom. Dupont,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4057301,
,Dupont Calvados Pays d'Auge 20 Ans,0.7,975,1392.9,Fruktbrennevin,0,0,0,0,0,Frankrike,Calvados,Pays d'Auge,42,1,Dom. Dupont,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4057401,
,Heavy Water Vodka,0.7,485,692.9,Vodka,0,0,0,0,0,Sverige,Øvrige,Øvrige,40,Ukjent,Heavy Water Int.,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4057701,
,Marchesi di Barolo Barbera Monferrato 2012/2013,0.75,134.9,179.9,Rødvin,7,7,6,0,0,Italia,Piemonte,Barbera del Monferra,13,0.4,March. di Barolo,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4067901,
,Jermann Vinnae 2011,0.75,225,300,Hvitvin,7,7,0,0,9,Italia,Friuli-Venezia Giuli,Øvrige,12.5,0.3,Vinnaioli Jermann,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4068801,
,Jermann Chardonnay 2013,0.75,225,300,Hvitvin,7,7,0,0,1,Italia,Friuli-Venezia Giuli,,13,0.4,Silvio Jermann,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4068901,
,Albert Mann Schlossberg Grand Cru Riesling 2012,0.75,288.5,384.7,Hvitvin,7,8,0,0,3,Frankrike,Alsace,Øvrige,13,Ukjent,Dom. Albert Mann,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4072001,
,De Kuyper Blackberry,0.7,270,385.7,Likør under 22 %,0,0,0,0,0,Nederland,Øvrige,,20,124,De Kuyper,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4072901,
,Fumaio 2013,0.75,129.9,173.2,Hvitvin,6,7,0,0,3,Italia,Toscana,Øvrige,13,4.7,Cast. Banfi,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4073001,
,Roberto Anselmi I Capitelli 2011,0.38,165,440,Hvitvin,10,5,0,0,10,Italia,Veneto,Øvrige,12.5,155,Roberto Anselmi,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4073102,
,Roberto Anselmi Capitel Croce 2013,0.75,185,246.7,Hvitvin,8,6,0,0,3,Italia,Veneto,Soave,13.5,5,Roberto Anselmi,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4073201,
,Anselmi Capitel Foscarino 2013,0.75,185,246.7,Hvitvin,9,8,0,0,2,Italia,Veneto,Soave,14.5,5.5,Roberto Anselmi,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4073301,
,Anselmi San Vincenzo 2013,0.75,135,180,Hvitvin,7,8,0,0,2,Italia,Veneto,Øvrige,12.5,4,Roberto Anselmi,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4073401,
,Anselmi San Vincezo 2013,1.5,288.8,192.5,Hvitvin,10,10,0,0,2,Italia,Veneto,Øvrige,13,2,Roberto Anselmi,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4073405,
,Afix Riesling 2013,0.75,235,313.3,Hvitvin,8,7,0,0,2,Italia,Trentino-Alto Adige,Südtirol,13,0.2,Silvio Jermann,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4073501,
,Bellavista Franciacorta Brut 2008,0.75,375,500,Musserende Vin,8,8,0,0,2,Italia,Lombardia,Franciacorta,12.5,7,Az. Agr. Bellavista,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4073901,
,Tullamore Dew 12 Years Old,0.7,444.9,635.6,Whisky,0,0,0,0,0,Irland,Øvrige,Øvrige,40,Ukjent,Tullamore Dew Co.,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4079001,
,Lungarotti San Giorgio 2005,0.75,330,440,Rødvin,10,8,8,0,0,Italia,Umbria,Øvrige,13.5,1,Cant. Lungarotti,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4080101,
,Fontanabianca Barbaresco Serraboella 2008,0.75,299.9,399.9,Rødvin,9,0,9,0,0,Italia,Piemonte,Barbaresco,14,2.2,Az. Agr. Fontanabianca,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4080701,
,Nittardi Chianti Classico Artist Label 2011,0.75,245,326.7,Rødvin,9,0,7,0,0,Italia,Toscana,Chianti Classico,14,Ukjent,Fatt. Nittardi,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4080801,
,Bellavista Franciacorta Rosé,0.75,375,500,Musserende Vin,9,10,0,0,1,Italia,Lombardia,Franciacorta,12.5,6.5,Az. Agr. Bellavista,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4080901,
,Nittardi Chianti Classico Riserva 2010,0.75,385,513.3,Rødvin,8,0,7,0,0,Italia,Toscana,Chianti Classico,14,Ukjent,Fatt. Nittardi,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4081001,
,Jermann Were Dreams 2010,0.75,425,566.7,Hvitvin,8,8,0,0,1,Italia,Friuli-Venezia Giuli,Øvrige,14,0.3,Silvio Jermann,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4081401,
,Villa Monteleone Amarone 2008,0.75,489,652,Rødvin,10,0,8,0,0,Italia,Veneto,Øvrige,15,Ukjent,Villa Monteleone,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-4091201,
